id_articulo,titulo,autores,afiliaciones,palabras_clave,tematica
Vol31No2P171-181,Segmentación de la región acetoblanca en colposcopías del cérvix,Sau´l Olivera Perdomo|Marta L. Baguer D´ıaz-Roman˜ach|Damian Valde´s Santiago|A´gueda Santana Mart´ınez,"DepartamentodeMatema´ticaAplicada,FacultaddeMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba|HospitalMaternode10deOctubre,LaHabana,Cuba",Colposcop´ıadelce´rvix|Segmentacio´n|Regio´nacetoblanca|Agrupamiento|Morfolog´ıaMatema´tica,Segmentación de la región acetoblanca en colposcopías del cérvix
Vol32No1-2018-pp1-pp9,SOLUCION DE UN PROBLEMA DE CONTORNO COMPLEJO PARA ECUACIONES DE TIPO PARABOLICO: CASO INDICE CERO,Dr. Lorgio F. Batard Martínez|Dra. Yanelis Estrada Hernández|Lic. Roxana Pérez García,"Departamento de Matemática, Universidad Central de Las Villas, 54830 Santa Clara, Cuba|Departamento de Física, Universidad Central de Las Villas, 54830 Santa Clara, Cuba",Ecuación|Riemman|Parabólico,Solución de un problema parabólico con condiciones de contorno complejas
Vol32No1-2018-pp11-pp15,La ponderación de parámetros en un modelo de Zika,Erick Manuel Delgado Moya|Aymeé Marrero severo,"Departamento de Matemática, Pontificia Universidade Católica do Rio de Janeiro, Brasil|Departamento de Matemática, Universidad de La Habana, Cuba",Control|Modelo|Ponderación|Zika,Modelos matemáticos para el Zika
Vol32No1-2018-pp17-pp21,Varianza del coeficiente de confusión y no-linealidad de S-cajas dentro de las clases Hamming Weight,Ismel Martínez Díaz|Dianne Miyares Moreno|C.M. Legón,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana, Habana, Cuba|Dirección de Calidad, Universidad Tecnológica de la Habana, Habana, Cuba",S-caja|HW|CCV,Varianza del coeficiente de confusión y no-linealidad de S-cajas en clases Hamming Weight
Vol32No1-2018-pp23-pp30,Estrategia Didáctica Para Contribuir al Proceso de Enseñanza - Aprendizaje de la Integral Definida,Jonathan Chicaiza Intriago|Ricardo Sánchez Casanova|Yolanda O’Farrill Dinza,"Facultad de Ingeniería Agrícola, Escuela Superior Politécnica Agropecuariade Manabí, Ecuador|Facultad de Matemáticay Computación, Universidad de La Habana, Cuba|Departamentode Matemática, Universidad Tecnológicade La Habana José Antonio Echeverría, Cuba",Integraldefinida|tecnologíainformática|asistentematemático|Mathcad,Estrategia didáctica para enseñanza de integral definida
Vol32No1-2018-pp31-pp35,Estratificacio´n e inclinacio´n en ciertas a´lgebras de tipo A equiorientada,Jose´ Armando Vivero Gonza´lez|Jose´ Fidel Herna´ndez Adv´ıncula,"DepartamentodeMatema´tica,UniversidadLaHabana,Cuba",a´lgebracuasi-hereditarias|mo´duloinclinante|mo´dulocaracter´ıstico,Teoría de inclinación en álgebras de tipo A equiorientadas
Vol32No1-2018-pp37-pp43,Recolucio´n de ecuaciones de segundo grado a partir de una experiencia basada en la implementacio´n de secuencias dida´cticas.,Mar´ıa Virginia Rodr´ıguez Quiroz|Idania Urrutia Roman´ı,Universidad San Agust´ın. Arequipa. Perú|Universidad de la Habana. Cuba,Secuencias dida´cticas|Competencias|Resolucio´n de ecuaciones|Teor´ıa Socioformativa|TIC|Aprendizajes significativos,Secuencias didácticas para resolver ecuaciones cuadráticas
Vol32No1-2018-pp45-pp50,Random Diffusion Optimal Permutations with a Look in Dynamic Rijndael,Adria´n Alfonso Pen˜ate|Pablo Freyre Arrozarena,"Institute of Cryptography, Faculty of Mathematics and Computer Science, University of Havana, Cuba.",ShiftRows|Rijndael|Difusio´n|Diffusion,Generación aleatoria de permutaciones óptimas de difusión para Rijndael dinámico
Vol32No1-2018-pp51-pp59,NGAT: Plataforma para la obtención de Redes de Transporte para el trabajo con Problemas de Diseño de Rutas,Rainer Llera Menocal|Alberto Fernández Oliva|Joanna Campbell Amos,"Departamento de Programación e Ingeniería de software, Universidad de la Habana, La Habana, Cuba",Redes de Transporte|Problemas de diseño de rutas|SIG|Plataforma,Plataforma para obtención de redes de transporte y diseño de rutas
Vol32No1-2018-pp61-pp69,Optimizacio´n del test LIL-de´bil para la evaluacio´n de PRGN,Y. Matos|C. M. Lego´n|E. J. Madarro,"Universidad de la Habana, Facultad de Matemática y Computación, Instituto de Criptografía, La Habana, Cuba|CUJAE, Facultad de Informática, La Habana, Cuba|Universidad Central de las Villas, Villa Clara, Cuba",Evaluacio´nde PRGN|Test de aleatoriedad|Optimizacio´n del test LIL-de´bil,Optimización del test LIL-débil para la evaluación de PRGN
Vol32No1-2018-pp71-pp79,Algoritmo esteganogra´fico pseudo-asime´trico basado en una tabla de cuantificacio´n no esta´ndar,A. Figueroa-Romero|A. Soria-Lorente,"DepartamentodeMatema´tica,UniversidaddelaHabana,CiudadHabana,Cuba|FacultaddeCienciasTe´cnicas,UniversidaddeGranma,Cuba",Estaganograf´ıa|Pseudo-asime´trico|Matrizcuantizacio´n,Algoritmo esteganográfico pseudo-asimétrico basado en una tabla de cuantificación no estándar
Vol32No2-2018-pp107-pp114,Modelo de Programación Lineal Difusa Multiobjetivo para la evacuación óptima de personas bajo amenaza de desastres naturales,Ernesto Parra Inza|Carlos Segura Vidal|José María Sigarreta Almira|Juan Carlos Hernández Gómez,"Departamento de Licenciatura en Matemática, Universidad de Holguín, Holguín, Cuba|Unidad Académica de Matemáticas, Universidad Autónoma de Guerrero, Guerrero, México",Programación lineal difusa multiobjetivo|gestión operativa de desastres,Modelo de programación lineal difusa para evacuación óptima en desastres naturales
Vol32No2-2018-pp125-pp129,Tabla de Evaluacio´n de Stress para Escalamiento Multidimensional,Lic. Javier Alejandro Quintero Roba|Lic. Mar´ıa Esther Reyes Calzado|Dra. Elina Miret Barroso|Alejandro Javier Quintero Roba,"DepartamentodeMatema´tica,FacultaddeMatema´ticayComputacio´n,UniversidaddelaHabana,Cuba",EscalamientoMultidimensional|STRESS|TabladeEvaluacio´ndeStress,Evaluación de STRESS en escalamiento multidimensional
Vol32No2-2018-pp131-pp134,Soluciones de onda viajera de un modelo continuo de transmisión de energía en medios no homogéneos,Jorge E. Macías-Díaz,"Departamento de Matemáticas y Física, Universidad Autónoma de Aguascalientes, México",,Soluciones de onda viajera en medios no homogéneos
Vol32No2-2018-pp135-pp139,Modelacio´n y solucio´n del problema del pe´ndulo doble utilizando RK-4,Miguel A´ngel Abreu Tera´n|Alejandro Mesejo Chiong|Glicerio Viltres Castro,"DepartamentodeMatema´ticaAplicada,UniversidaddeOriente,Cuba|DepartamentodeMatema´tica,UniversidaddelaHabana,Cuba",modelacio´nmatema´tica|EDOsnolineales|solucio´ndesistemasdeEDOsnolineales,Modelado y solución del problema del péndulo doble con RK-4
Vol32No2-2018-pp141-pp147,Algoritmo Optimizado para la Interpolación Espacial del Krigeado Ordinario,Milenis Fernández Díaz|José Quintín Cuador Gil|César Raúl García Jacas,"Centro de Geoinformática y Señales Digitales, Universidad de las Ciencias Informáticas, La Habana, Cuba|Departamento de Física, Universidad de Pinardel Río, Pinardel Río, Cuba|Centro de Estudios de Matemática Computacional, Universidad de las Ciencias Informáticas, La Habana, Cuba",geoestadística|interpolación espacial|Krigeado Ordinario|programación paralela,Algoritmo optimizado para interpolación espacial de Krigeado Ordinario
Vol32No2-2018-pp149-pp183,Implementacio´n de un Esquema de Aproximacio´n para el Problema de Transferencia de Masas,Mir´ıam G. Ba´ez-Herna´ndez|M. Lorena Avendan˜o-Garrido|J. Rigoberto Gabriel-Argu¨elles,"Facultad de Matema´ticas, Univesidad Veracruzana, Me´xico",EsquemadeAproximacio´n|Programacio´nLineal|TransferenciadeMasas,Problema de Transferencia de Masas de Monge-Kantorovich
Vol32No2-2018-pp81-pp88,Empleo de te´cnicas de regularizacio´n para la solucio´n del problema inverso unidimensional en la Tomograf´ıa Optica Difusa,Carmen Tejeda Toledo|Luis Orlando Castellanos Pe´rez,"DepartamentodeLicenciaturaenMatema´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba",pseudoinversa|tomograf´ıa|problema inverso|regularizacio´n,Técnicas de regularización para problemas inversos en tomografía óptica difusa
Vol32No2-2018-pp97-pp106,Un esquema spline co´nico de Hermite fair.,D. Garc´ıa Pe´rez|J. Estrada Sarlabous|S. Behar Jequ´ın|W. Morales Lezca,"DepartamentodeMatema´tica,InstitutodeCiberne´tica,Matema´ticayF´ısica,LaHabana,Cuba|DepartamentodeMatema´tica,UniversidaddelaHabana,LaHabana,Cuba",Fairness|G1-continuidad|seccio´nco´nica|SplineracionaldeBe´zier|Interpolacio´ndeHermite,Esquema spline co´nico de Hermite fair
Vol33-No1-2019-p00i-0ii,IV Seminario Científico Nacional de Criptografía,Prof. Dr. Luis Ramiro Piñeiro Díaz,"Instituto de Criptografía|Facultad de Matemática y Computación de la Universidad de La Habana|Sección Científica de Criptografía, SCMC",,Seminario científico de criptografía
Vol33-No1-2019-p01-07,Protocolo para el intercambio de claves criptográficas basado en el problema 'learning with rounding',Esp. David Ricardo Ledo Baster|Dr C. Manuel Mariño Betancourt|Dr C. Miguel Cruz Ramírez,"DepartamentodeInforma´tica,UniversidaddeHolgu´ın,Holgu´ın,Cuba|UniversidaddeHolgu´ın,Holgu´ın,Cuba",protocolosdeintercambiodeclaves|criptograf´ıaasime´trica|criptograf´ıapostcua´ntica,Protocolo de intercambio de claves criptográficas basado en LWR
Vol33-No1-2019-p08-12,Generación de matrices circulantes invertibles y su aplicación al criptosistema McEliece,Ernesto Dominguez Fiallo|Frank E. Acosta Fonseca|Luis R. Piñeiro Díaz,"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba",matrices circulantes invertibles|criptosistema McEliece|criptografía post-cuántica,Generación de matrices circulantes invertibles y su aplicación al criptosistema McEliece
Vol33-No1-2019-p13-17,"Depósito y Recuperación de Llaves, un Elemento a Considerar para la Infraestructura de Llave Pública en Cuba",Teresa Bernarda Page´s López,"Instituto de Criptografía, Universidad de la Habana, La Habana, Cuba",Infraestructura de Llave Pública (ILP)|deposito de llaves|recuperación de llaves,Infraestructura de Llave Pública y Recuperación de Llaves en Cuba
Vol33-No1-2019-p18-27,Generacio´n de curvas el´ıpticas con buenas propiedades criptogra´ficas sobre campos primos,Yessica Caridad Castan˜o Sainz|Claudia Espinosa Contreras|Huber Mart´ınez Rodr´ıguez,"Instituto de Criptograf´ıa, UniversidaddelaHabana, La Habana, Cuba|Empresa de Tecnolog´ıas para la Defensa (XETID)|DepartamentodeMatema´tica, Facultad de Ciencias Informa´ticas, Universidad de Ciego de A´vila, Cuba",para´metros de definicio´n de curvas el´ıpticas|requisitos de seguridad|requisitos te´cnicos,Generación de curvas elípticas con propiedades criptográficas
Vol33-No1-2019-p28-35,Cálculo de bases de Gröbner completas asociadas a códigos lineales,Mijail Borges Quintana|José A. Ornella Rodriguez,"Departamento de Matemática, Universidad de Oriente, Santiago de Cuba, Cuba",Bases de Gröbner|Algoritmo de Möller|Códigos lineales|Equivalencia de códigos,Cálculo de bases de Gröbner completas asociadas a códigos lineales
Vol33-No1-2019-p36-45,Criptoanálisis algebraico a cifrados en bloques,Irene Martínez Ferrer|Miguel Angel Borges Trenard|Mijail Borges Quintana,"Dirección de Criptografía, Ministerio del Interior, Santiago de Cuba, Cuba|Departamento de Matemática, Universidad de Oriente, Santiago de Cuba, Cuba",criptoanálisis algebraico|base de Gröbner|cifrados en bloques,Criptoanálisis algebraico a cifrados en bloques
Vol33-No1-2019-p46-55,Hybrids Heuristics Algorithms for S-box Design,Antonio Bolufe´ Rohler|Dania Tamayo Vera|Rodnel Pen˜a Alvarado,"Institutode Criptograf´ıa, universidaddela Habana, La Habana, Cuba",Algoritmos Heur´ısticos|Metaheur´ıstico|Optimizacio´n|Criptograf´ıa|S-cajas|Criptoana´lisis,Algoritmos híbridos heurísticos para diseño de S-caja
Vol33-No1-2019-p56-61,Algoritmo determinista de factorizacio´n,Alexi Masso´ Mun˜oz|Magdiel Vicet Morejo´n|Redelio Herna´ndez Rubio,"InstitutodeCriptograf´ıa, universidaddelaHabana, LaHabana, Cuba|Ca´tedradeInforma´tica, InstitutoTe´cnicoMilitar, LaHabana, Cuba",Factorizacio´n|Me´todo|Algoritmo,Algoritmo determinista de factorizacio´n
Vol33-No1-2019-p62-65,S-cajas Afines con Igual Varianza del Coeficiente de Confusión,Ismel Martínez-Díaz|Alejandro Freyre|Eziel Ramos|C.M. Legón,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana, Habana, Cuba",S-cajas|No-linealidad|Varianza del coeficiente de confusión,Propiedades de S-cajas en cifradores de bloques
Vol33-No1-2019-p66-70,Debilidades de los métodos de discretización para contraseñas gráficas,Ernesto A. Borrego Rodríguez|Pedro E. Navarro Sosa|Carlos M. Legoń Pérez,"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba",Autenticación gráfica|Discretización|Región de tolerancia|r-seguridad,Análisis de métodos de discretización para autenticación gráfica
Vol33-No1-2019-p71-74,Ataques a cifrados en bloques mediante búsquedas en grupos cocientes de las claves,Osmani Tito Corrioso|Miguel A. Borges Trenard|Mijail Borges Quintana,"Departamento de Matemática, Facultad de Ciencias de la Educación, Universidad de Guantánamo, Cuba|Departamento de Matemática, Facultad de Ciencias Naturales y Exactas, Universidad de Oriente, Cuba",Algoritmo Genético|grupo cociente|criptoanálisis|AES(t),Ataques a cifrados en bloques usando teoría de grupos
Vol33-No1-2019-p75-81,Patrones en el orden de los clics y su influencia en la debilidad de las claves en la Técnica de Autenticación Gráfica Passpoints,Osviel Rodriguez Valde´s|Carlos M. Lego´n|Raisa Socorro Llanes,"DepartamentodeProgramacio´nySistemasDigitales,UniversidaddelasCienciasInforma´ticas,LaHabana,Cuba|InstitutodeCriptogtaf´ıa,UniversidaddelaHabana,LaHabana,Cuba|UniversidadTecnolo´gicadelaHabanaJose´ A.Echeverr´ıa,LaHabana,Cuba",Graphical password|Authentication|Linear Click patterns|Human-seeded attack|Weak passwords|Password space,Influencia de patrones de clics lineales en la seguridad de contraseñas gráficas
Vol33-No1-2019-p82-86,Evaluación de los criptosistemas McEliece y Niederreiter como candidatos post-cuánticos,Ernesto Dominguez Fiallo|Frank E. Acosta Fonseca|Luis R. Piñeiro Díaz,"Instituto de Criptografía, Universidad de La Habana, La Habana, Cuba",McEliece|Niederreiter|criptografía post-cuántica|criptoanálisis,Análisis de criptosistemas McEliece y Niederreiter como candidatos post-cuánticos
Vol33-No1-2019-p87-92,Construction of MDS matrices combining the Feistel and Lai-Massey schemes,Ramses Rodr´ıguez Aulet|Reynier A. de la Cruz Jime´nez,Instituto de Criptograf´ıa|Universidad de La Habana|La Habana|Cuba,Diffusion|Involutory matrix|Almost involutory matrix|MDS matrix,Construction of MDS matrices using Feistel and Lai-Massey schemes
Vol33-No2-2019-p093-103,"Un modelo de triple porosidad, triple permeabilidad y derivadas fraccionarias para la presión transiente en yacimientos fracturados con geometría fractal",Mario A. Vera-Villamar|José A. Mesejo-Chiong,"Escuela Superior Politécnica del Litoral, Guayaquil, Ecuador|Facultad de Matemática y Computación, Universidad de La Habana, Cuba",Modelodeflujo|Mediosfractales|Derivadafraccionaria|Tripleporosidad,Modelo de flujo fractal y fraccionario para yacimientos fracturados
Vol33-No2-2019-p105-117,Tablas de Contingencia y Modelos Log-Lineales. Una Aplicación en un Problema de Salud.,Brenda Lambert Lamazares|Vivian Sistachs Vega,"Departamento de Matemática, Instituto de Cibernética Matemática y Física, La Habana, Cuba|Departamento de Matemática Aplicada, Universidad de La Habana, La Habana, Cuba",Variables Catego´ricas|Tablas de Contingencia|Modelos Log-Lineales|S´ındromedeGuillain-Barre´,Análisis de variables catego´ricas en problemas de salud
Vol33-No2-2019-p119-128,Nuevo modelo probabilístico en autenticación gráfica,Carlos Miguel Legón|Pedro Navarro|Raisa Socorro|Osviel Rodríguez|Ernesto Borrego,"Instituto de Criptografía, Facultad de Matemática y Computación, Universidad de la Habana|Facultad de Informática, Universidad Tecnológica de La Habana|Facultad de Ciencias y tecnologías, Universidad de las ciencias Informáticas",Autenticación gráfica|modelo probabilístico|contraseñas,Modelo probabilístico en autenticación gráfica
Vol33-No2-2019-p129-135,Las oportunidades de aprender Matemáticas desde una perspectiva abarcadora,Dagoberto Acosta Iglesias|Amaury Pérez Martínez|Manuel Guardado Hernández,"Departamento Ciencias de la Tierra, Universidad Estatal Amazónica, Puyo, Ecuador|Departamento de Ingeniería Química, Universidad de Camagüey, Camagüey, Cuba|Departamento de Matemática, Universidad de Camagüey, Camagüey, Cuba",Aprendizaje|Razonamiento|Pensamiento Lógico,Enseñanza-aprendizaje de matemáticas con herramientas tecnológicas
Vol33-No2-2019-p137-143,Estimación del porcentaje de carbono orgánico en suelos utilizando Imágenes Satelitales y Modelos Mixtos,Ana A. Oroza Hernández|Gladys Linares Fleites|Hortensia J. Reyes Cervantes|Bulmaro Juárez Hernández,"Facultad de Ciencias Físico Matemáticas, Benemérita Universidad Autónoma de Puebla|Departamento de Investigación en Ciencias Agrícolas, Instituto de Ciencias, Benemérita Universidad Autónoma de Puebla, Puebla, México",Secuestro de Carbono|Modelos Lineales Generalizados Mixtos|Regresión gamma,Estimación de carbono orgánico en suelos con modelos mixtos
Vol33-No2-2019-p145-151,Interconnection Networks and Graph Theory,María de Luz Gasca Soto,"DepartamentodeMatemáticas,UniversidadNacionalAutónomadeMéxico,México",Computacio´nenParalelo|Teor´ıadeGra´ficas|RedesdeInterconexio´n|Hipercubo,Teoría de Grafos y Redes de Interconexión
Vol33-No2-2019-p153-160,Modelo para el proceso de desarrollo del pensamiento lógico-matemático avanzado,Serdaniel Nieves Pupo|Rita A. Roldán Inguanzo,"Universidad de Pinardel Río 'Hermanos Saíz Montes de Oca', Cuba|Universidad de La Habana, Cuba",pensamiento lógico-matemático avanzado|representaciones semióticas|descomposición genética de conceptos|método genético-constructivo,Modelo para el desarrollo del pensamiento lógico-matemático avanzado
Vol33-No2-2019-p161-169,Algoritmo esteganogra´fico pseudo-asime´trico basado en una tabla de cuantificacio´n no esta´ndar,A. Figueroa-Romero|A. Soria-Lorente,"DepartamentodeMatema´tica,UniversidaddelaHabana,CiudadHabana,Cuba|FacultaddeCienciasTe´cnicas,UniversidaddeGranma,Cuba",Estaganograf´ıa|Pseudo-asime´trico|Matrizcuantizacio´n,Algoritmo esteganográfico pseudo-asimétrico basado en una tabla de cuantificación no estándar
Vol33-No2-2019-p171-177,Algoritmo rápido de codificación fractal para la detección de masas en mamografías,Nigreisy Montalvo Zulueta|Mariella Lorenzo Suárez|Ángela León Mecías|Lorena León Arencibia,"Instituto de Cibernética Matemática y Física|Instituto de Meteorología de la República de Cuba|Departamento de Matemática, Facultad de Matemática y Computación, Universidad de La Habana",Mammografía|anomalía masa|codificación fractal|vector de características|transformaciones afines,Detección de masas en mamografías con codificación fractal
Vol33-No2-2019-p179-188,Decoradores tipo Python para funciones en C# utilizando atributos y la API de Roslyn,Antonio Alejo Combarro|José Manuel Espinoza|Ludwig Leonard Méndez|Miguel Katrib Mora,"Programming Department, Havana University, Havana, Cuba",Metaprogramación|C#|Roslyn|Python|Decoradores,Decoradores tipo Python en C# usando Roslyn
Vol33-No2-2019-p189-196,El proceso de enseñanza-aprendizaje de la Matemática desde un enfoque semántico,Eladio Jorge Oliveros Sau´co|Ricardo Sa´nchez Casanova|Idania Urrutia Roman´ı,"DepartamentodeMatema´tica,UniversidadSantaMar´ıacampusGuayaquil,Ecuador|FacultadMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba|FacultadMatema´ticayComputacio´n,UniversidaddeLaHabana,Cuba",Sema´nticamatema´tica|podersema´ntico|heur´ıstica,Enseñanza de matemáticas desde un enfoque semántico
